Time,T_1_1,T_1_2,T_1_3,T_1_4,T_1_5,T_2_1,T_2_2,T_2_3,T_2_4,T_2_5,T_3_1,T_3_2,T_3_3,T_3_4,T_3_5,Place Holder,T_4_1,T_4_2,T_4_3,T_4_4,T_4_5,T_5_1,T_5_2,T_5_3,T_5_4,T_5_5,T_top,T_bot,T_N,T_S,T_E,T_W
7/9/2024 2:20:22 PM,22.244639,21.631605,21.211870,21.020077,21.009932,22.125271,21.654401,21.403355,21.330088,21.295064,21.756624,21.430539,21.393679,21.307968,21.116675,-56545.682364,21.783827,21.679077,21.507283,21.394178,21.308007,21.425049,21.157053,21.141379,21.001439,20.872760,23.899380,22.396202,22.484244,22.409536,22.561927,22.734714
7/9/2024 2:20:52 PM,22.268180,21.796763,21.376254,21.047599,20.991801,22.045990,21.506408,21.294457,21.282705,21.238920,21.558690,21.230623,21.166780,21.202967,20.878341,-56543.735968,21.842960,21.666391,21.528681,21.359597,21.264892,21.784725,21.310519,21.065974,21.108162,20.966598,23.918148,22.355487,22.468361,22.450202,22.593388,22.724584
7/9/2024 2:21:22 PM,21.918394,21.387190,21.126088,20.959857,20.877527,21.936114,21.579064,21.439025,21.278896,21.138997,21.674856,21.218747,21.111796,21.179104,21.119865,-56541.254273,21.841243,21.697598,21.469379,21.313869,21.278382,22.014295,21.211550,20.695234,20.912068,20.839417,23.929271,22.306177,22.450556,22.400212,22.581792,22.714599
7/9/2024 2:21:52 PM,22.187543,21.524918,21.137129,21.024627,21.006412,21.992466,21.462497,21.432551,21.263893,21.345925,21.624176,21.353298,21.270806,21.164790,21.017940,-56541.494788,21.807448,21.699250,21.470801,21.339946,21.258143,21.866831,21.349163,21.025791,20.968146,20.758490,23.942373,22.285752,22.403241,22.416114,22.544832,22.711423
7/9/2024 2:22:22 PM,22.285513,21.617270,21.333946,21.194295,21.225178,22.056429,21.602302,21.485534,21.397536,21.290165,22.050447,21.529296,21.192451,21.172629,20.996499,-56539.137928,21.869590,21.707536,21.451680,21.341787,21.265516,22.217910,21.453984,21.132298,21.345244,21.017258,23.916477,22.262985,22.438640,22.391054,22.567582,22.695109
7/9/2024 2:22:52 PM,21.982066,21.842837,21.523491,21.344037,21.305327,22.055921,21.594655,21.565868,21.502071,21.442181,22.004385,21.426746,21.394033,21.321226,21.108961,-56536.623300,21.827621,21.796316,21.533599,21.388017,21.349771,21.992855,21.458280,21.181775,21.203902,21.026400,23.900585,22.246117,22.467293,22.375341,22.527972,22.694569
7/9/2024 2:23:22 PM,22.308085,21.861105,21.599806,21.489257,21.463919,21.868010,21.662899,21.649775,21.595431,21.550753,22.026558,21.658525,21.516206,21.536704,21.333062,-56536.101243,22.009581,21.926974,21.620350,21.484008,21.413519,22.312272,21.722580,21.634396,21.431718,21.214202,23.950469,22.243517,22.545598,22.438030,22.601901,22.683930
7/9/2024 2:23:52 PM,22.756713,22.142966,21.827046,21.708723,21.778707,22.630811,22.027023,21.927621,21.753615,21.878832,22.500508,22.051180,21.752464,21.727601,21.570104,-56536.151472,22.237290,22.145062,21.865049,21.641056,21.566215,22.498235,22.137242,21.987475,21.712663,21.453124,24.007962,22.269485,22.596368,22.468355,22.698846,22.741577
7/9/2024 2:24:22 PM,22.679578,22.255948,22.007293,21.906275,21.829174,22.890676,22.511596,22.210643,22.007523,21.891546,22.756080,22.315734,21.972779,21.824571,21.741010,-56537.243860,22.415188,22.309890,22.023762,21.795011,21.693257,22.882542,22.196057,22.049760,21.738151,21.489913,24.042720,22.296323,22.646166,22.506903,22.780334,22.784239
7/9/2024 2:24:52 PM,23.178618,22.444755,22.223798,22.019303,21.985710,22.886129,22.659405,22.375559,22.196429,21.969833,23.016784,22.437629,22.169980,22.034027,21.890902,-56536.467928,22.530258,22.393950,22.156639,21.999745,21.818401,22.950657,22.462454,22.218278,21.782723,21.715962,24.064853,22.337393,22.700760,22.555539,22.877631,22.840884
7/9/2024 2:25:22 PM,23.312310,22.547170,22.393626,22.090526,22.102718,23.106680,22.788650,22.543264,22.320973,22.100878,23.081659,22.570152,22.255438,22.143203,22.016677,-56537.675295,22.624735,22.463400,22.289823,22.115262,21.928209,22.931624,22.563149,22.301090,21.871366,21.801395,24.059840,22.362710,22.746274,22.601756,22.960328,22.882710
7/9/2024 2:25:52 PM,23.185357,22.694870,22.536777,22.283441,22.218361,23.132108,22.892872,22.654892,22.428057,22.216062,23.051075,22.748628,22.386907,22.254467,22.064939,-56540.610865,22.706694,22.532058,22.408624,22.220998,22.045261,23.168710,22.587673,22.451152,22.140959,22.022484,24.101008,22.405866,22.807770,22.649715,23.069777,22.947173
7/9/2024 2:26:22 PM,23.322523,22.752243,22.510056,22.376961,22.290509,23.248867,22.951828,22.760054,22.566822,22.294418,23.126768,22.797036,22.530971,22.363626,22.178282,-56540.352326,22.832418,22.633242,22.496964,22.324549,22.131369,23.134122,22.696427,22.522246,22.331216,22.134819,24.129482,22.443637,22.839078,22.685399,23.151796,22.986279
7/9/2024 2:26:52 PM,23.533681,22.913137,22.603708,22.489717,22.407195,23.316675,23.033684,22.799910,22.635648,22.428574,23.157643,22.839876,22.608074,22.448343,22.252224,-56541.015876,22.881247,22.691512,22.563524,22.346531,22.192460,23.155149,22.794658,22.603050,22.356877,22.200280,24.144738,22.467222,22.867697,22.684619,23.219640,22.984811
7/9/2024 2:27:22 PM,23.561574,22.981480,22.675083,22.559960,22.509169,23.397119,23.080431,22.879982,22.690936,22.491701,23.236966,22.912133,22.713681,22.532612,22.316524,-56543.846108,22.957054,22.758620,22.640760,22.410470,22.264469,23.325910,22.830286,22.643747,22.403803,22.301031,24.180723,22.510460,22.897119,22.704174,23.263727,22.985296
7/9/2024 2:27:52 PM,23.637604,23.009391,22.766876,22.609956,22.562387,23.500240,23.168474,22.932700,22.745512,22.572039,23.348840,22.997911,22.743675,22.609497,22.380110,-56547.164287,23.007079,22.796722,22.678182,22.462851,22.333652,23.353642,22.882621,22.681629,22.488365,22.357103,24.162371,22.537091,22.904668,22.714023,23.286185,22.975164
7/9/2024 2:28:22 PM,23.664883,23.075963,22.831415,22.661879,22.636605,23.519728,23.185910,22.970122,22.805231,22.667853,23.378659,23.094327,22.811203,22.693816,22.441024,-56550.601079,23.070064,22.807367,22.721684,22.523841,22.401324,23.408093,22.931845,22.729036,22.548432,22.418106,24.178253,22.564059,22.923578,22.713414,23.333531,22.963304
7/9/2024 2:28:52 PM,23.566605,23.175445,22.859757,22.733423,22.690691,23.562248,23.224558,23.024859,22.841154,22.714814,23.441148,23.123342,22.865958,22.696435,22.456058,-56551.848747,23.096674,22.827791,22.737746,22.578518,22.446132,23.434454,22.955937,22.772893,22.598281,22.444063,24.180525,22.582885,22.928841,22.702137,23.357373,22.961218
7/9/2024 2:29:22 PM,23.632916,23.200961,22.912159,22.799162,22.733464,23.628101,23.301013,23.065536,22.903203,22.749545,23.566875,23.173650,22.935353,22.755288,22.519307,-56557.801081,23.128429,22.867373,22.796631,22.644087,22.488045,23.474903,22.994590,22.803292,22.650980,22.500227,24.189535,22.624096,22.963592,22.729784,23.418245,22.970022
7/9/2024 2:29:52 PM,23.693881,23.245460,22.969773,22.846454,22.810624,23.663388,23.325771,23.113949,22.947271,22.801206,23.610192,23.205528,22.948648,22.804422,22.570994,-56561.529624,23.181626,22.890286,22.828735,22.671605,22.525456,23.510401,23.030124,22.836774,22.692973,22.560848,24.185130,22.648399,22.977546,22.717096,23.449848,22.966984
7/9/2024 2:30:22 PM,23.666523,23.257777,22.993349,22.855107,22.819048,23.646576,23.345657,23.132238,22.964647,22.849825,23.616309,23.254335,22.997022,22.818129,22.572069,-56561.710187,23.201532,22.950161,22.855776,22.701642,22.572048,23.579370,23.077814,22.881728,22.719103,22.601922,24.191483,22.690155,22.994476,22.735414,23.489010,22.974960
7/9/2024 2:30:52 PM,23.745719,23.329699,23.054062,22.903668,22.890348,23.705830,23.377191,23.186737,22.993221,22.883688,23.636360,23.296430,23.012737,22.856818,22.602965,-56568.020447,23.213468,22.977717,22.892983,22.729672,22.588137,23.591067,23.093426,22.931563,22.761604,22.633175,24.196523,22.711293,23.007795,22.742537,23.523415,22.978635
7/9/2024 2:31:22 PM,23.773984,23.300400,23.105094,22.936116,22.920731,23.717362,23.407084,23.208150,23.056428,22.916138,23.686642,23.280437,23.059412,22.922568,22.628770,-56571.720163,23.281097,23.018978,22.905547,22.774631,22.620241,23.617829,23.154876,22.972139,22.807248,22.674237,24.220274,22.739254,23.029539,22.754186,23.554997,22.982701
7/9/2024 2:31:52 PM,23.798609,23.333768,23.140772,22.990405,22.936904,23.744054,23.448932,23.240837,23.064332,22.941267,23.686053,23.308071,23.072826,22.916237,22.656902,-56575.721239,23.329771,23.060333,22.921882,22.797172,22.649683,23.650877,23.260935,23.026355,22.853674,22.728717,24.223739,22.766621,23.036227,22.764554,23.588737,22.976991
7/9/2024 2:32:22 PM,23.836994,23.413025,23.166128,23.019442,23.002452,23.755623,23.460967,23.242322,23.077755,22.993728,23.714818,23.380679,23.115860,22.934486,22.686879,-56580.068364,23.373858,23.075521,22.963481,22.829365,22.689238,23.695164,23.295162,23.044529,22.856467,22.764131,24.242783,22.806167,23.063354,22.785724,23.627068,23.001137
7/9/2024 2:32:52 PM,23.899460,23.478759,23.227306,23.010159,23.044138,23.783260,23.517750,23.281003,23.163045,23.034266,23.736727,23.412238,23.071916,22.986511,22.688158,-56585.550828,23.386086,23.095561,23.012456,22.845971,22.707687,23.717929,23.289265,23.089823,22.852172,22.787630,24.239875,22.823692,23.067096,22.774767,23.651671,22.998221
7/9/2024 2:33:22 PM,23.927764,23.502730,23.244176,23.038516,23.080987,23.812946,23.577494,23.311868,23.191622,23.066295,23.754954,23.420614,23.083512,23.005915,22.739507,-56590.146408,23.444226,23.152589,23.056868,22.890628,22.740411,23.690749,23.301069,23.100025,22.907163,22.820120,24.264021,22.848141,23.089466,22.791408,23.688915,23.001538
7/9/2024 2:33:52 PM,23.918554,23.508650,23.287043,23.069006,23.150954,23.824592,23.607490,23.345781,23.184463,23.077270,23.795712,23.446720,23.181021,23.029289,22.744747,-56592.987542,23.469658,23.218888,23.060741,22.893814,22.768867,23.755368,23.372394,23.145445,22.919075,22.862351,24.272693,22.871997,23.093339,22.801026,23.720524,23.018958
7/9/2024 2:34:22 PM,23.974852,23.547108,23.305329,23.139636,23.156621,23.848815,23.639750,23.397559,23.211015,23.102909,23.808248,23.499634,23.168786,23.042075,22.772242,-56598.378799,23.537349,23.251506,23.101175,22.917728,22.797841,23.811100,23.392155,23.124588,22.952173,22.903950,24.285089,22.894764,23.110816,22.809785,23.740041,23.017152
7/9/2024 2:34:52 PM,23.986735,23.587209,23.286712,23.150852,23.153835,23.866890,23.681906,23.386746,23.267895,23.092319,23.791025,23.526895,23.201574,23.050538,22.809423,-56600.780563,23.588082,23.365824,23.107425,22.939596,22.812594,23.808860,23.439463,23.200153,22.995622,22.926277,24.296361,22.918929,23.125099,22.810986,23.758890,23.011235
7/9/2024 2:35:22 PM,24.015677,23.641627,23.361813,23.191780,23.144958,23.907527,23.696195,23.451509,23.316385,23.148401,23.884152,23.574441,23.225975,23.089179,22.798012,-56604.040647,23.649659,23.405408,23.150244,22.983808,22.838444,23.807380,23.467802,23.196606,23.021921,22.943625,24.301752,22.943625,23.138079,22.832931,23.793169,23.020543
7/9/2024 2:35:52 PM,24.067224,23.666161,23.387279,23.199813,23.214042,23.963897,23.740441,23.503576,23.282197,23.127744,23.937088,23.617781,23.296653,23.109151,22.853596,-56609.398931,23.639420,23.435538,23.194620,22.986872,22.858964,23.864299,23.507561,23.174882,23.019245,22.989857,24.313966,22.960696,23.153307,22.834159,23.810668,23.015572
7/9/2024 2:36:22 PM,24.067217,23.692291,23.403789,23.229869,23.164002,23.957245,23.797052,23.487973,23.328309,23.147247,23.906832,23.616169,23.317985,23.138524,22.868517,-56611.412908,23.646252,23.455447,23.208572,23.023790,22.880505,23.937584,23.511642,23.281317,23.071312,23.015524,24.334754,22.984528,23.157620,22.843758,23.841792,23.029070
7/9/2024 2:36:52 PM,24.064911,23.726664,23.422356,23.274603,23.225954,23.973040,23.821104,23.532223,23.365463,23.201857,23.951273,23.645504,23.319117,23.156872,22.854034,-56615.195271,23.691365,23.509524,23.213108,23.022818,22.898364,23.949904,23.568922,23.318435,23.102937,23.031083,24.325771,23.017537,23.169502,22.855418,23.869699,23.031542
7/9/2024 2:37:22 PM,24.084752,23.748582,23.460115,23.296771,23.286216,23.971577,23.822849,23.550710,23.350002,23.236191,23.966994,23.689436,23.327976,23.171243,22.889083,-56618.126055,23.716646,23.511880,23.211794,23.054333,22.930807,24.021453,23.613701,23.364155,23.059384,23.042166,24.338656,23.038492,23.205139,22.871787,24.427480,23.048364
7/9/2024 2:37:52 PM,24.112332,23.764949,23.454473,23.331280,23.300764,24.022303,23.855486,23.556076,23.383130,23.285849,24.016575,23.734690,23.374642,23.175236,22.919947,-56621.243182,23.767097,23.519008,23.238203,23.096590,22.953787,24.060187,23.646737,23.375185,23.059631,23.066748,24.334552,23.051826,23.216172,22.872724,24.257160,23.050678
7/9/2024 2:38:22 PM,24.134689,23.776779,23.502778,23.341973,23.301820,24.046726,23.884043,23.582129,23.392446,23.260976,24.066885,23.765088,23.424103,23.214161,22.942131,-56625.894853,23.756471,23.560896,23.249826,23.108676,22.958299,24.046132,23.663394,23.402175,23.123596,23.095591,24.338364,23.062994,23.218386,22.878843,23.947383,23.054040
7/9/2024 2:38:52 PM,24.145128,23.803042,23.514608,23.330863,23.322144,24.050752,23.867903,23.584325,23.446257,23.235866,24.084198,23.789518,23.445339,23.230817,22.962700,-56629.119440,23.734340,23.574759,23.279302,23.118421,22.978380,24.079912,23.656849,23.394250,23.149179,23.106255,24.338697,23.083988,23.241898,22.903750,23.999270,23.064935
7/9/2024 2:39:22 PM,24.180646,23.811998,23.545128,23.379749,23.358642,24.045272,23.882588,23.629974,23.485268,23.214082,24.083071,23.795954,23.438246,23.253554,22.944807,-56631.680291,23.724892,23.539165,23.307477,23.120209,22.990271,24.073907,23.678582,23.435034,23.170705,23.127784,24.346890,23.110109,23.257225,22.902094,24.109413,23.068789
7/9/2024 2:39:52 PM,24.176399,23.827689,23.546609,23.410365,23.372971,24.063932,23.910880,23.627786,23.504868,23.288078,24.134714,23.791245,23.471152,23.267886,22.980502,-56635.095887,23.731811,23.564204,23.338723,23.152156,23.012583,24.091817,23.734791,23.443334,23.162025,23.160189,24.367079,23.127825,23.275624,22.929693,24.076698,23.085588
7/9/2024 2:40:22 PM,24.199062,23.811634,23.590170,23.422283,23.374566,24.114776,23.949596,23.695412,23.500729,23.321109,24.157837,23.810946,23.489261,23.287150,22.990595,-56639.421406,23.736148,23.548820,23.362565,23.166368,23.019223,24.117225,23.740275,23.483915,23.190696,23.191384,24.365687,23.142727,23.297864,22.940008,24.073702,23.103016
7/9/2024 2:40:52 PM,24.220383,23.864830,23.605327,23.461989,23.400742,24.064174,23.939078,23.671592,23.514513,23.347517,24.105407,23.834119,23.497083,23.292221,23.010593,-56643.262583,23.767300,23.549255,23.386630,23.181721,23.041239,24.122926,23.773947,23.518523,23.212245,23.196180,24.385122,23.176671,23.317572,22.964094,24.076197,23.126405
7/9/2024 2:41:22 PM,24.179903,23.866490,23.604924,23.425114,23.420985,24.105463,23.916677,23.698930,23.538880,23.359504,24.109586,23.851593,23.519156,23.298014,23.009731,-56643.864761,23.761106,23.551772,23.392360,23.196634,23.055927,24.156133,23.765690,23.516224,23.178043,23.188830,24.402286,23.192043,23.333169,22.967763,24.061073,23.123875
7/9/2024 2:41:52 PM,24.205655,23.900050,23.636440,23.476826,23.369470,24.159391,23.945422,23.714163,23.540357,23.377958,24.140152,23.876446,23.541274,23.324272,23.056667,-56648.263989,23.773094,23.592889,23.394493,23.221029,23.070917,24.175211,23.752922,23.538539,23.236864,23.209554,24.404186,23.213456,23.350674,22.999287,24.067097,23.133355
7/9/2024 2:42:22 PM,24.254971,23.908151,23.628495,23.469109,23.439977,24.141148,23.939087,23.716536,23.553280,23.401898,24.134506,23.871943,23.560848,23.334219,23.027591,-56650.593121,23.787595,23.586987,23.440203,23.238530,23.088883,24.188326,23.774529,23.556717,23.247021,23.226827,24.419812,23.225909,23.371841,22.997741,24.075633,23.147876
7/9/2024 2:42:52 PM,24.276526,23.917348,23.668880,23.540698,23.476020,24.157212,23.965010,23.725507,23.578996,23.343198,24.163167,23.869224,23.586334,23.359258,23.058615,-56653.895455,23.802750,23.596416,23.467526,23.245671,23.103372,24.203926,23.827733,23.571191,23.281239,23.263799,24.438151,23.241311,23.383798,23.014987,24.081387,23.163051
7/9/2024 2:43:22 PM,24.288926,23.952672,23.688862,23.545779,23.487754,24.157477,23.980855,23.734025,23.631771,23.347133,24.168012,23.901572,23.589121,23.359981,23.085280,-56657.543307,23.832376,23.616883,23.455199,23.269136,23.118581,24.207649,23.838106,23.605418,23.306538,23.256515,24.448511,23.267760,23.397163,23.032036,24.086256,23.182619
7/9/2024 2:43:52 PM,24.327380,23.976031,23.713609,23.523749,23.503796,24.183574,23.995736,23.772982,23.634739,23.462740,24.210140,23.940286,23.588879,23.384287,23.087334,-56662.312516,23.835620,23.609810,23.493997,23.296478,23.119993,24.253943,23.832869,23.619211,23.300608,23.283857,24.457930,23.273990,23.423579,23.049519,24.106220,23.187015
7/9/2024 2:44:22 PM,24.348892,23.971210,23.738359,23.558141,23.509062,24.207154,23.982208,23.777787,23.651468,23.443692,24.220436,23.940506,23.603546,23.389554,23.111198,-56663.737305,23.834352,23.636975,23.498234,23.293602,23.133873,24.241227,23.826560,23.639038,23.328479,23.286260,24.460785,23.289243,23.428045,23.058351,24.101976,23.188270
7/9/2024 2:44:52 PM,24.365467,23.994442,23.742576,23.565799,23.525666,24.223504,24.001087,23.790255,23.668755,23.477960,24.247549,23.938764,23.627942,23.431625,23.117257,-56667.003909,23.851342,23.631960,23.470739,23.312906,23.167643,24.252477,23.864864,23.655576,23.374164,23.304416,24.468596,23.304416,23.440003,23.066874,24.117123,23.200004
7/9/2024 2:45:22 PM,24.368401,24.042284,23.774856,23.587085,23.549705,24.245447,24.043888,23.809467,23.677426,23.472413,24.248194,23.953616,23.666650,23.446494,23.175974,-56670.685103,23.852372,23.671281,23.486909,23.342847,23.175101,24.274115,23.900040,23.652938,23.366937,23.329769,24.483816,23.330457,23.466036,23.084664,24.129606,23.201265
7/9/2024 2:45:52 PM,24.373267,24.039822,23.791188,23.617411,23.568338,24.291301,24.050131,23.834050,23.694449,23.517655,24.258099,23.996750,23.675649,23.461232,23.180622,-56673.994190,23.879113,23.725084,23.500597,23.355851,23.187652,24.273813,23.896988,23.674876,23.345986,23.334744,24.507546,23.337497,23.490506,23.103185,24.135946,23.222077
7/9/2024 2:46:22 PM,24.423545,24.033781,23.792708,23.628333,23.560915,24.246565,24.017285,23.830527,23.701014,23.549449,24.272441,23.980169,23.681297,23.459313,23.177784,-56675.058612,23.843913,23.784549,23.519498,23.374069,23.190958,24.284211,23.924352,23.689184,23.361222,23.351127,24.516108,23.352503,23.501838,23.115445,24.147492,23.232727
7/9/2024 2:46:52 PM,24.420666,24.073281,23.815268,23.632786,23.590595,24.285818,24.094585,23.850793,23.712344,23.534868,24.294977,24.008676,23.709364,23.485787,23.218503,-56678.819145,23.844807,23.785673,23.527961,23.380012,23.205165,24.317389,23.956638,23.712776,23.390794,23.366017,24.536912,23.368082,23.516494,23.127129,24.161899,23.239130
7/9/2024 2:47:22 PM,24.488913,24.064841,23.829056,23.653917,23.608976,24.303257,24.071714,23.883831,23.726594,23.542473,24.337372,24.005047,23.731637,23.507154,23.213491,-56682.173262,23.886097,23.792128,23.557812,23.384178,23.233659,24.321090,23.994710,23.729777,23.426159,23.395649,24.541297,23.385555,23.535108,23.148053,24.180259,23.261885
7/9/2024 2:47:52 PM,24.470131,24.081779,23.854712,23.680041,23.625472,24.319499,24.110184,23.884734,23.710762,23.557136,24.302327,24.010303,23.752714,23.516085,23.230689,-56684.778549,23.933788,23.815304,23.573203,23.395905,23.244013,24.334624,24.021772,23.765565,23.447289,23.390399,24.539493,23.398658,23.549353,23.163458,24.207539,23.257323
7/9/2024 2:48:22 PM,24.467603,24.103760,23.871432,23.697455,23.629130,24.353603,24.153693,23.895495,23.733906,23.590149,24.366882,24.043741,23.751787,23.541532,23.259134,-56687.975305,23.990891,23.840336,23.560181,23.407424,23.249569,24.380462,23.982413,23.764238,23.464083,23.398477,24.542059,23.403524,23.551466,23.162130,24.240107,23.258978
7/9/2024 2:48:52 PM,24.497595,24.104227,23.885878,23.693566,23.642896,24.352009,24.149808,23.911545,23.768300,23.614234,24.373987,24.094148,23.813914,23.555759,23.254783,-56690.880884,24.047318,23.849571,23.593958,23.411392,23.281304,24.422879,24.013641,23.788374,23.476995,23.422403,24.560892,23.436625,23.581575,23.194100,24.250250,23.283599
7/9/2024 2:49:22 PM,24.540406,24.151196,23.909266,23.725675,23.635802,24.366217,24.161273,23.900558,23.770376,23.615624,24.383387,24.112257,23.782067,23.565633,23.265122,-56693.738433,24.091569,23.856256,23.630227,23.419688,23.281572,24.398882,24.031320,23.797352,23.457308,23.436893,24.563905,23.446297,23.601335,23.212958,24.245479,23.295110
7/9/2024 2:49:52 PM,24.546546,24.172457,23.914498,23.721051,23.655481,24.403722,24.233833,23.941537,23.786153,23.646768,24.404866,24.135352,23.799906,23.571327,23.306157,-56697.470774,24.142020,23.925064,23.640373,23.454842,23.294479,24.453877,24.039625,23.816205,23.467687,23.465393,24.585931,23.461265,23.618819,23.233669,24.271871,23.309623
7/9/2024 2:50:22 PM,24.532632,24.185329,23.927836,23.762819,23.672265,24.393696,24.233193,23.967706,23.793993,23.657362,24.411781,24.136086,23.808892,23.594535,23.311022,-56698.169954,24.176785,23.965115,23.662566,23.461446,23.315311,24.436433,24.084249,23.811343,23.498603,23.467180,24.597325,23.467410,23.627485,23.237064,24.279379,23.321736
