Time,T_1_1,T_1_2,T_1_3,T_1_4,T_1_5,T_2_1,T_2_2,T_2_3,T_2_4,T_2_5,T_3_1,T_3_2,T_3_3,T_3_4,T_3_5,T_4_1,T_4_2,T_4_3,T_4_4,T_4_5,T_5_1,T_5_2,T_5_3,T_5_4,T_5_5,T_top,T_bot,T_N,T_S,T_E,T_W
6/20/2024 1:44:08 PM,23.703954,23.366366,23.142398,22.908449,22.893292,23.664062,23.362925,23.235349,23.009940,22.969530,23.626459,23.273671,23.032440,22.880890,22.659449,-56283.107642,23.426621,23.232516,23.169862,22.866802,22.778602,23.545890,23.278870,22.974732,22.780210,22.663275,23.949576,23.280476,23.210025,23.074832,23.321777,23.234810
