Time,T_1_1,T_1_2,T_1_3,T_1_4,T_1_5,T_2_1,T_2_2,T_2_3,T_2_4,T_2_5,T_3_1,T_3_2,T_3_3,T_3_4,T_3_5,T_4_1,T_4_2,T_4_3,T_4_4,T_4_5,T_5_1,T_5_2,T_5_3,T_5_4,T_5_5,T_top,T_bot,T_N,T_S,T_E,T_W
6/21/2024 1:16:11 AM,23.277206,23.111044,23.041946,23.035747,23.115635,23.298775,23.188624,23.136523,23.122980,23.051358,23.244391,23.051588,22.939313,22.916349,22.825173,-56814.364819,23.173160,22.958744,22.915115,22.874926,22.842083,23.137125,23.006962,22.926367,22.860227,22.837030,23.090528,22.808090,22.836571,22.867577,23.125878,22.791322
6/21/2024 1:16:41 AM,23.292767,23.116052,23.034557,23.050169,23.114675,23.305846,23.200058,23.149794,23.111691,23.047184,23.260872,23.066239,22.953048,22.920670,22.828117,-56816.278786,23.169736,22.964044,22.902502,22.867825,22.835670,23.125896,22.995960,22.927533,22.861394,22.824875,23.079298,22.802825,22.829699,22.858408,23.118551,22.781693
6/21/2024 1:17:11 AM,23.288614,23.119472,23.020759,23.040733,23.114193,23.315919,23.204165,23.139212,23.110520,23.060476,23.261996,23.065297,22.946825,22.918121,22.828553,-56816.766849,23.168936,22.974725,22.917548,22.879656,22.856460,23.142311,23.002048,22.939363,22.870240,22.849569,23.109028,22.813969,22.840153,22.876211,23.142771,22.800417
6/21/2024 1:17:41 AM,23.286728,23.126078,23.034025,23.047570,23.126997,23.299348,23.212836,23.150638,23.129981,23.056523,23.269748,23.072593,22.963537,22.919219,22.831948,-56818.235291,23.160836,22.974199,22.917251,22.885790,22.851570,23.146376,23.006802,22.931948,22.871780,22.844909,23.095877,22.820104,22.840086,22.863742,23.131457,22.799431
6/21/2024 1:18:11 AM,23.296026,23.118164,23.042180,23.042869,23.125969,23.319659,23.215710,23.154201,23.126887,23.056643,23.266425,23.060316,22.950569,22.923472,22.828164,-56818.606181,23.181967,22.972606,22.920022,22.883967,22.850896,23.142489,23.021511,22.942526,22.875700,22.851355,23.104156,22.827009,22.846532,22.875240,23.144555,22.803811
6/21/2024 1:18:41 AM,23.296193,23.128890,23.062779,23.060483,23.132792,23.318908,23.220237,23.156434,23.138531,23.065304,23.266363,23.079767,22.959691,22.940862,22.837977,-56820.860943,23.184939,22.977187,22.917484,22.883726,22.855478,23.136280,23.007265,22.931722,22.884874,22.840779,23.090601,22.819418,22.848817,22.876836,23.134903,22.804029
6/21/2024 1:19:11 AM,23.288321,23.138001,23.067070,23.051459,23.124458,23.325262,23.221543,23.168069,23.132492,23.076023,23.264915,23.092322,22.965361,22.913005,22.831935,-56820.944397,23.188128,22.984280,22.936060,22.884391,22.864180,23.136026,23.014817,22.940883,22.889443,22.859817,23.101825,22.839835,22.858439,22.883702,23.138322,22.805382
6/21/2024 1:19:41 AM,23.289416,23.137719,23.052325,23.061508,23.127160,23.326816,23.228605,23.171000,23.120274,23.062426,23.261880,23.086760,22.959109,22.932242,22.832112,-56821.672762,23.189746,22.979011,22.931709,22.894967,22.849493,23.132366,23.009089,22.937680,22.879350,22.862355,23.100918,22.827444,22.857302,22.881187,23.142236,22.808840
6/21/2024 1:20:11 AM,23.295242,23.141251,23.054481,23.052415,23.146072,23.311992,23.228465,23.171778,23.119675,23.081110,23.268853,23.100852,22.981012,22.935317,22.844834,-56822.974094,23.210930,22.994006,22.940735,22.889295,22.864033,23.135649,23.014899,22.950149,22.891592,22.872760,23.111088,22.832338,22.862195,22.893199,23.145060,22.823380
6/21/2024 1:20:41 AM,23.299398,23.151147,23.067822,23.061394,23.147475,23.324408,23.226426,23.173870,23.129801,23.083203,23.279435,23.092156,22.990911,22.935573,22.861626,-56823.719427,23.218081,22.990828,22.937097,22.894155,22.862691,23.148769,23.027793,22.940312,22.892317,22.864299,23.113880,22.843169,22.867744,22.894155,23.151982,22.827092
6/21/2024 1:21:11 AM,23.306367,23.151692,23.074106,23.078009,23.145724,23.326329,23.238445,23.188874,23.132411,23.092471,23.302696,23.101653,22.993063,22.955866,22.876410,-56825.808926,23.213788,22.991584,22.945661,22.895370,22.861380,23.153197,23.042094,22.947727,22.905015,22.877916,23.108896,22.845533,22.867811,22.892155,23.149524,22.824632
6/21/2024 1:21:41 AM,23.304954,23.159689,23.083482,23.078661,23.150279,23.331799,23.243457,23.203985,23.138573,23.110798,23.305413,23.098173,23.008639,22.957667,22.877293,-56827.724376,23.203569,23.001336,22.947147,22.897546,22.868839,23.162487,23.045417,22.950132,22.917525,22.880092,23.118876,22.858963,22.875728,22.899383,23.164552,22.822215
6/21/2024 1:22:11 AM,23.308990,23.131133,23.104966,23.066629,23.160513,23.329411,23.237626,23.189202,23.126772,23.124477,23.295682,23.106343,23.008775,22.944943,22.871687,-56827.309641,23.212603,22.998205,22.950675,22.902452,22.873285,23.168078,23.034480,22.962386,22.899696,22.884539,23.124927,22.848022,22.881783,22.905207,23.160045,22.824595
6/21/2024 1:22:41 AM,23.310741,23.145739,23.088123,23.075498,23.157674,23.338962,23.242360,23.197150,23.138853,23.111308,23.289861,23.110390,22.999277,22.950599,22.864482,-56828.474962,23.214826,23.005021,22.951522,22.913632,22.878496,23.169613,23.022240,22.966217,22.916847,22.891586,23.125544,22.848410,22.888141,22.915240,23.158826,22.835548
6/21/2024 1:23:11 AM,23.326799,23.141833,23.091334,23.095695,23.167081,23.339418,23.259338,23.187048,23.160425,23.125307,23.309131,23.120945,23.013278,22.964143,22.876421,-56830.002988,23.223511,23.013251,22.957227,22.922553,22.875245,23.190004,23.040801,22.976055,22.934264,22.897522,23.134001,22.867896,22.890862,22.926916,23.165676,22.832986
6/21/2024 1:23:41 AM,23.314585,23.139714,23.090592,23.087608,23.162667,23.336612,23.259974,23.190897,23.155552,23.125942,23.307013,23.105054,23.008174,22.965927,22.882339,-56830.386155,23.222572,23.014377,22.969375,22.917939,22.890381,23.175524,23.050881,22.977412,22.928272,22.900945,23.136505,22.873386,22.898878,22.929880,23.167491,22.845137
6/21/2024 1:24:11 AM,23.320916,23.144670,23.115290,23.100828,23.172902,23.337665,23.262404,23.207098,23.166016,23.127455,23.310820,23.121028,23.011295,22.966063,22.899010,-56832.190745,23.203851,23.009195,22.954089,22.912296,22.873484,23.154965,23.040189,22.973377,22.926533,22.893924,23.122831,22.862920,22.884049,22.909999,23.162310,22.834670
6/21/2024 1:24:41 AM,23.324447,23.150039,23.106656,23.098852,23.177122,23.332477,23.257675,23.203745,23.176434,23.144301,23.317564,23.130070,23.022405,22.966611,22.895884,-56832.407231,23.223589,23.021594,22.969704,22.930209,22.884509,23.176312,23.061541,22.973837,22.945824,22.906556,23.142572,22.875553,22.903800,22.923779,23.168508,22.851897
6/21/2024 1:25:11 AM,23.333200,23.149614,23.124366,23.108527,23.191157,23.334118,23.265741,23.210894,23.183354,23.128038,23.322417,23.134925,23.035985,22.981112,22.899593,-56834.288782,23.213145,23.021937,22.960632,22.914477,22.893120,23.186064,23.054078,22.971424,22.938588,22.900698,23.140160,22.866939,22.895646,22.913099,23.161277,22.843283
6/21/2024 1:25:41 AM,23.324774,23.162072,23.127413,23.110427,23.170793,23.350929,23.266721,23.212793,23.167810,23.123740,23.314678,23.125347,23.033752,22.975893,22.901034,-56834.154316,23.209407,23.021181,22.963091,22.920610,22.883867,23.168095,23.061587,22.989037,22.940129,22.904765,23.139634,22.865034,22.897646,22.932092,23.178194,22.845283
6/21/2024 1:26:11 AM,23.336403,23.164065,23.111961,23.117929,23.189082,23.351545,23.279270,23.216393,23.172787,23.148228,23.321719,23.140424,23.041485,22.995797,22.898436,-56836.012954,23.202477,23.021136,22.969246,22.917350,22.890481,23.160935,23.066363,22.975675,22.940543,22.897371,23.141655,22.876013,22.911609,22.931817,23.179067,22.851898
6/21/2024 1:26:41 AM,23.337152,23.172848,23.122811,23.117302,23.208192,23.364684,23.278413,23.230453,23.176979,23.167339,23.330499,23.146453,23.043154,23.008716,22.912046,-56837.703012,23.222391,23.037844,22.978608,22.935899,22.899156,23.170752,23.075493,22.992614,22.953580,22.907194,23.152850,22.891348,22.919594,22.946461,23.190261,22.855062
6/21/2024 1:27:11 AM,23.337784,23.181971,23.132165,23.116326,23.195742,23.352926,23.286387,23.225576,23.185184,23.154200,23.327918,23.153511,23.038046,23.005215,22.905789,-56837.838703,23.233542,23.036831,22.973462,22.931441,22.895617,23.169052,23.077695,22.995505,22.942234,22.908937,23.138295,22.884594,22.909167,22.938560,23.180986,22.868058
6/21/2024 1:27:41 AM,23.337061,23.172068,23.129376,23.121571,23.193871,23.354268,23.281764,23.231738,23.191576,23.154395,23.330866,23.157837,23.040537,22.984975,22.904606,-56838.373845,23.253407,23.043848,22.987369,22.944430,22.907689,23.178591,23.100321,23.008492,22.954993,22.924452,23.153803,22.891154,22.926978,22.956600,23.188460,22.867729
6/21/2024 1:28:11 AM,23.348045,23.175023,23.143349,23.134168,23.202564,23.365252,23.289537,23.227120,23.203941,23.165613,23.326708,23.151612,23.037065,22.995050,22.909400,-56839.600853,23.236937,23.045509,22.980075,22.931854,22.907972,23.179333,23.072828,23.004642,22.953439,22.935069,23.148119,22.888911,22.924735,22.952061,23.186219,22.865945
6/21/2024 1:28:41 AM,23.345356,23.167513,23.134231,23.137445,23.209742,23.359810,23.302680,23.231544,23.206759,23.172103,23.346044,23.156037,23.048607,23.006823,22.917731,-56840.995585,23.230942,23.047316,22.975223,22.931595,22.899445,23.188944,23.073257,23.002317,22.956625,22.919195,23.140285,22.891178,22.913454,22.943077,23.177468,22.851217
6/21/2024 1:29:11 AM,23.357610,23.182755,23.144884,23.134096,23.213509,23.376652,23.310116,23.240588,23.210296,23.188952,23.336961,23.159115,23.049850,23.013575,22.929766,-56842.692897,23.238660,23.042181,22.985701,22.938400,22.907858,23.174171,23.085569,23.006365,22.968480,22.925540,23.151448,22.896376,22.927607,22.958836,23.191154,22.873869
6/21/2024 1:29:41 AM,23.352616,23.180054,23.123361,23.124050,23.201857,23.374182,23.301221,23.241101,23.207595,23.168808,23.334949,23.156184,23.042786,22.995261,22.907315,-56841.125965,23.238451,23.050007,22.983426,22.938191,22.918672,23.183142,23.082376,23.010289,22.965746,22.934747,23.160650,22.895019,22.935206,22.957480,23.199896,22.866311
6/21/2024 1:30:11 AM,23.353888,23.196704,23.137947,23.136570,23.223326,23.380960,23.310754,23.255683,23.218736,23.176737,23.340811,23.166409,23.071838,23.021560,22.936145,-56844.704337,23.240662,23.043266,22.977832,22.941092,22.923640,23.175944,23.094000,23.004006,22.966580,22.928233,23.153680,22.899758,22.936270,22.961070,23.188337,22.872429
6/21/2024 1:30:41 AM,23.373001,23.208250,23.149265,23.151790,23.231199,23.396630,23.319543,23.256671,23.226609,23.206643,23.357171,23.180709,23.078106,23.022549,22.933460,-56845.853993,23.245677,23.058843,22.986982,22.943355,22.921540,23.184861,23.090294,23.013845,22.962184,22.930496,23.165352,22.909139,22.946570,22.966088,23.197254,22.879285
6/21/2024 1:31:11 AM,23.352139,23.206200,23.153412,23.141935,23.221117,23.374163,23.306480,23.251409,23.223412,23.187151,23.349844,23.169478,23.058379,23.027156,22.937379,-56845.265382,23.253321,23.063276,23.004503,22.961107,22.927811,23.207882,23.100924,23.029069,22.987053,22.950315,23.173915,22.919085,22.947789,22.977869,23.206046,22.889690
6/21/2024 1:31:41 AM,23.350222,23.194643,23.156315,23.153331,23.225855,23.382800,23.303416,23.252705,23.217593,23.150576,23.338062,23.173987,23.061971,23.015825,22.936380,-56845.001323,23.258108,23.062785,23.015032,22.960845,22.934438,23.196146,23.099515,23.026282,22.987021,22.946150,23.173424,22.916986,22.956712,22.992761,23.211522,22.891955
6/21/2024 1:32:11 AM,23.369075,23.207765,23.175175,23.162093,23.228190,23.383299,23.319059,23.268119,23.230715,23.186651,23.344527,23.185274,23.077851,23.023442,22.951116,-56847.920316,23.251637,23.064576,23.010854,22.963325,22.927963,23.213542,23.108651,23.014986,22.985368,22.950007,23.172919,22.917400,22.952303,22.975265,23.205510,22.883182
6/21/2024 1:32:41 AM,23.362451,23.219039,23.159826,23.163269,23.227989,23.386310,23.336525,23.262641,23.230284,23.185073,23.349373,23.182319,23.091653,23.036098,22.942189,-56848.222468,23.253616,23.072295,23.004339,22.955432,22.927647,23.221717,23.101678,23.026839,22.988266,22.959106,23.175817,22.916624,22.952676,22.982756,23.212308,22.878962
6/21/2024 1:33:11 AM,23.360310,23.211619,23.151717,23.146667,23.230438,23.391052,23.320618,23.268302,23.216439,23.184538,23.339891,23.193948,23.076427,23.035103,22.943262,-56847.614197,23.265852,23.074664,23.002117,22.958261,22.938743,23.205727,23.100375,23.030356,22.987422,22.966298,23.173137,22.918765,22.960557,22.981223,23.201137,22.883399
6/21/2024 1:33:41 AM,23.370188,23.212321,23.167108,23.156780,23.242843,23.391294,23.328662,23.258677,23.209338,23.190289,23.345181,23.196715,23.084015,23.035576,22.953608,-56848.702289,23.268701,23.073841,23.011855,22.964556,22.941364,23.193429,23.111718,23.029993,22.999227,22.967771,23.177134,22.915416,22.954683,22.987747,23.211330,22.889695
6/21/2024 1:34:11 AM,23.365513,23.220496,23.172759,23.175054,23.239543,23.400613,23.329721,23.286585,23.228757,23.204201,23.352206,23.193185,23.094258,23.041228,22.967527,-56850.262064,23.263191,23.071314,23.018970,22.965932,22.946414,23.213623,23.111945,23.034582,22.992567,22.974198,23.186771,22.935392,22.958584,22.987286,23.214311,22.896583
6/21/2024 1:34:41 AM,23.355220,23.233838,23.176692,23.174627,23.240493,23.408674,23.332047,23.281568,23.239804,23.200102,23.352238,23.199873,23.088780,23.041030,22.962737,-56850.959512,23.269796,23.080676,23.016165,22.977592,22.950268,23.225965,23.123372,23.035680,23.004685,22.968637,23.189934,22.931897,22.957386,22.996190,23.215868,22.898829
6/21/2024 1:35:11 AM,23.365659,23.237166,23.173365,23.170381,23.243821,23.403054,23.335145,23.278012,23.249558,23.196086,23.361300,23.199988,23.094175,23.051476,22.961245,-56851.970909,23.269732,23.062935,23.018397,22.971788,22.934130,23.221771,23.116422,23.036305,22.995437,22.966966,23.187575,22.924255,22.961914,22.999341,23.213738,22.899684
6/21/2024 1:35:41 AM,23.370921,23.229119,23.190104,23.181153,23.248854,23.400745,23.341325,23.283963,23.237839,23.185973,23.361285,23.197678,23.109999,23.056741,22.972251,-56852.362332,23.284806,23.093167,23.039907,22.989856,22.960696,23.237305,23.128517,23.053452,23.025903,22.982968,23.204258,22.948526,22.987560,23.012127,23.233633,22.904895
6/21/2024 1:36:11 AM,23.380200,23.220271,23.185616,23.185386,23.246891,23.401994,23.348310,23.293473,23.237941,23.198239,23.361387,23.196632,23.110101,23.058451,22.977175,-56853.124278,23.277463,23.085591,23.032331,22.986641,22.950821,23.239599,23.135862,23.044958,23.010060,22.968961,23.197143,22.944392,22.980212,23.006157,23.232026,22.903516
6/21/2024 1:36:41 AM,23.388126,23.227281,23.184824,23.183906,23.251836,23.407625,23.360825,23.299106,23.244722,23.209151,23.369084,23.206627,23.101734,23.066841,22.978679,-56854.434028,23.273172,23.085201,23.029645,22.977297,22.956861,23.227047,23.126061,23.042731,23.005308,22.966964,23.187114,22.936654,22.975460,23.000946,23.220392,22.897156
6/21/2024 1:37:11 AM,23.387554,23.217301,23.178055,23.188613,23.252871,23.408430,23.349700,23.299682,23.252412,23.206055,23.368742,23.211793,23.110574,23.061448,22.970530,-56854.656464,23.284506,23.091260,23.029047,22.973714,22.963381,23.223236,23.120413,23.043970,23.005629,22.981750,23.200287,22.946389,22.981520,23.004021,23.227597,22.910796
6/21/2024 1:37:41 AM,23.385434,23.222294,23.191312,23.201639,23.260847,23.410899,23.353545,23.299626,23.260388,23.200262,23.369146,23.216098,23.122684,23.072642,22.982415,-56856.321968,23.301070,23.098649,23.045849,22.996717,22.967556,23.228557,23.137900,23.070413,23.011181,22.993961,23.204919,22.960438,22.993043,23.023579,23.248063,22.924157
6/21/2024 1:38:11 AM,23.391155,23.234442,23.193133,23.191526,23.264733,23.426024,23.370737,23.309707,23.261062,23.210116,23.378996,23.229852,23.128408,23.072627,22.990436,-56857.650819,23.303831,23.080981,23.038740,22.988918,22.965727,23.219844,23.138826,23.053892,23.007975,22.986622,23.198730,22.945980,22.987770,23.021750,23.240957,22.918424
6/21/2024 1:38:41 AM,23.381339,23.236556,23.192034,23.194329,23.271666,23.407032,23.355414,23.309068,23.255374,23.207870,23.380192,23.228065,23.132359,23.067625,22.988648,-56857.315934,23.298451,23.088683,23.042999,22.990652,22.970905,23.234429,23.134592,23.057462,23.027617,22.992029,23.198398,22.950929,22.990881,23.027617,23.235576,22.908446
6/21/2024 1:39:11 AM,23.380456,23.230625,23.203085,23.183348,23.268030,23.418996,23.354761,23.298548,23.258162,23.219609,23.376556,23.222363,23.127344,23.072481,22.989142,-56857.767530,23.298508,23.098152,23.040301,22.992317,22.963156,23.238617,23.139699,23.065784,23.027904,22.992087,23.211996,22.964763,23.009077,23.033184,23.245042,22.919067
6/21/2024 1:39:41 AM,23.384073,23.241127,23.199130,23.196147,23.265222,23.410455,23.353790,23.325110,23.271647,23.203950,23.376044,23.235161,23.129127,23.076560,22.995747,-56858.742704,23.288762,23.100109,23.047998,22.997029,22.966950,23.236672,23.145787,23.073480,23.021136,23.005524,23.215559,22.954092,23.005295,23.030090,23.236672,22.923551
6/21/2024 1:40:11 AM,23.377373,23.239244,23.204362,23.196788,23.268617,23.423025,23.361543,23.316574,23.261274,23.210328,23.386550,23.239474,23.128850,23.088220,23.001440,-56859.275264,23.297518,23.093718,23.049412,23.000969,22.974794,23.241757,23.149496,23.069844,23.028520,23.001199,23.216284,22.963773,23.002347,23.030587,23.247035,22.936677
6/21/2024 1:40:41 AM,23.396019,23.247340,23.209934,23.202360,23.268911,23.422859,23.364590,23.323292,23.267534,23.211081,23.383402,23.243898,23.137866,23.080020,23.000815,-56860.374473,23.295066,23.096775,23.047418,22.995531,22.976933,23.234716,23.154618,23.072901,23.035480,23.002649,23.213602,22.959942,23.001730,23.038235,23.244124,22.925727
6/21/2024 1:41:11 AM,23.391676,23.250339,23.211555,23.202375,23.273515,23.422416,23.374470,23.329731,23.260206,23.220506,23.392135,23.244831,23.140636,23.089447,22.998075,-56861.463206,23.304616,23.096917,23.052611,23.005317,22.973172,23.252298,23.150170,23.066845,23.040903,23.006005,23.210532,22.976846,23.004858,23.036082,23.247479,22.934596
6/21/2024 1:41:41 AM,23.394583,23.250034,23.193120,23.208038,23.275735,23.431287,23.383113,23.328968,23.253476,23.218824,23.385866,23.248657,23.131150,23.088454,23.003281,-56861.644426,23.316718,23.109024,23.060817,23.001584,22.979083,23.265320,23.158833,23.069770,23.040385,23.014671,23.224931,22.965995,23.011457,23.043140,23.258665,22.940737
6/21/2024 1:42:11 AM,23.405457,23.268255,23.215703,23.220981,23.281105,23.432985,23.383663,23.337549,23.271926,23.241406,23.394446,23.268713,23.147997,23.098876,23.009342,-56863.736439,23.304116,23.111108,23.064049,23.006883,22.981397,23.263272,23.165966,23.075068,23.038566,23.003898,23.225178,22.967161,23.015148,23.044764,23.250651,22.940525
6/21/2024 1:42:41 AM,23.407344,23.277944,23.220804,23.222640,23.296989,23.433266,23.384862,23.328882,23.286205,23.247883,23.399774,23.255456,23.146902,23.094107,23.013297,-56864.339698,23.308181,23.105304,23.059392,23.007736,22.966407,23.252651,23.158097,23.074314,23.030006,23.008425,23.215016,22.958830,23.018757,23.049750,23.246226,22.938623
6/21/2024 1:43:11 AM,23.406973,23.267935,23.216072,23.229842,23.294782,23.433812,23.391144,23.339524,23.290882,23.244758,23.400320,23.248889,23.154105,23.099934,23.022798,-56864.950631,23.312552,23.108070,23.075932,23.010043,22.987313,23.257023,23.170732,23.076621,23.057797,23.018997,23.231091,22.981113,23.025655,23.064454,23.257711,22.952871
6/21/2024 1:43:41 AM,23.411301,23.271347,23.217648,23.237843,23.306683,23.437911,23.381020,23.329628,23.308060,23.254366,23.399372,23.254136,23.153845,23.101281,23.019324,-56865.733539,23.297379,23.115845,23.067638,23.016672,22.992564,23.248273,23.179424,23.090365,23.046059,23.017820,23.223029,22.978099,23.023330,23.055242,23.256304,22.958122
6/21/2024 1:44:11 AM,23.414538,23.281928,23.219280,23.229607,23.300743,23.443212,23.389992,23.342043,23.306938,23.255768,23.399168,23.270913,23.166035,23.103372,23.028303,-56866.923211,23.308627,23.124573,23.082106,23.035274,23.007264,23.290730,23.185397,23.095879,23.071087,23.031600,23.248049,22.997850,23.037110,23.074071,23.271455,22.965705
6/21/2024 1:44:41 AM,23.414927,23.286676,23.223570,23.232291,23.298378,23.438554,23.400704,23.342431,23.302967,23.261894,23.406439,23.264877,23.164587,23.114779,23.028233,-56867.845607,23.313736,23.120273,23.079872,23.031662,22.993779,23.261878,23.177655,23.100991,23.064261,23.030973,23.237554,22.991942,23.036483,23.061966,23.261878,22.956582
6/21/2024 1:45:11 AM,23.418032,23.280374,23.221398,23.232184,23.296436,23.435007,23.392110,23.351961,23.295289,23.254215,23.410921,23.264770,23.155989,23.109164,23.026520,-56867.576057,23.318456,23.129814,23.075641,23.021002,22.995746,23.263386,23.179162,23.102269,23.056587,23.027889,23.239291,22.984725,23.027201,23.065999,23.267975,22.959468
6/21/2024 1:45:41 AM,23.419728,23.288266,23.225849,23.240995,23.306164,23.450237,23.405047,23.353428,23.301575,23.267156,23.415370,23.270368,23.172146,23.119813,23.035105,-56869.322526,23.338521,23.135886,23.081943,23.030289,23.003427,23.262572,23.195332,23.102144,23.073449,23.037176,23.242378,22.997687,23.031207,23.084238,23.262572,22.967379
6/21/2024 1:46:11 AM,23.421043,23.292794,23.234967,23.231295,23.306102,23.454304,23.404755,23.357037,23.311609,23.260439,23.415537,23.273289,23.164739,23.119751,23.033665,-56869.802641,23.334001,23.131594,23.083848,23.030588,23.002807,23.276638,23.185532,23.099458,23.062040,23.038393,23.241529,22.990638,23.044592,23.079716,23.278244,22.956655
6/21/2024 1:46:41 AM,23.417651,23.292613,23.230885,23.231803,23.302480,23.443802,23.411916,23.359151,23.303627,23.257735,23.411457,23.275863,23.176494,23.118882,23.030041,-56869.911936,23.312927,23.123595,23.073323,23.026260,22.999168,23.278738,23.186026,23.098115,23.065059,23.031541,23.231696,22.999627,23.042561,23.077455,23.262217,22.950490
6/21/2024 1:47:11 AM,23.425618,23.295994,23.230594,23.240462,23.316185,23.454062,23.399696,23.357254,23.306319,23.260427,23.420572,23.283374,23.174596,23.121116,23.040770,-56870.342822,23.330768,23.150165,23.097371,23.039291,23.016332,23.282583,23.191248,23.108389,23.074874,23.047555,23.251605,23.003934,23.054902,23.078088,23.284648,22.963293
6/21/2024 1:47:41 AM,23.421588,23.291733,23.224268,23.228169,23.308942,23.450491,23.407366,23.347488,23.302288,23.265345,23.413330,23.281637,23.168728,23.124429,23.037884,-56870.956220,23.333668,23.141590,23.094534,23.047473,23.010739,23.294433,23.191855,23.107848,23.074103,23.049769,23.254276,22.997882,23.056426,23.082138,23.273552,22.967574
6/21/2024 1:48:11 AM,23.435818,23.308950,23.235979,23.240569,23.322716,23.470454,23.422055,23.368603,23.319045,23.274531,23.420908,23.284627,23.194900,23.136143,23.041565,-56873.721278,23.327343,23.129983,23.088894,23.038389,23.014971,23.293155,23.175658,23.100831,23.060428,23.050786,23.252769,22.995685,23.041603,23.076727,23.266767,22.966984
6/21/2024 1:48:41 AM,23.427332,23.299772,23.229784,23.244241,23.308033,23.445453,23.408062,23.363327,23.309180,23.270172,23.417009,23.286693,23.188474,23.128798,23.029857,-56872.783849,23.365353,23.149647,23.098919,23.042446,23.023620,23.311436,23.201518,23.111085,23.075275,23.051170,23.266921,23.004794,23.061960,23.098919,23.276329,22.977012
6/21/2024 1:49:11 AM,23.436648,23.293488,23.217991,23.230154,23.321022,23.455916,23.406597,23.360485,23.314139,23.277426,23.412103,23.281097,23.178746,23.131923,23.043084,-56872.814105,23.350207,23.158365,23.107868,23.053691,23.028208,23.304319,23.205415,23.118197,23.075041,23.055757,23.274030,23.008693,23.061038,23.096620,23.282521,22.978844
6/21/2024 1:49:41 AM,23.428336,23.301924,23.226658,23.260391,23.320509,23.464349,23.421225,23.375802,23.320280,23.275995,23.421225,23.292287,23.187184,23.131869,23.047622,-56874.973776,23.338210,23.142231,23.102062,23.048574,23.011840,23.306088,23.187217,23.112621,23.078188,23.056150,23.260654,23.011840,23.053854,23.092191,23.278782,22.971889
6/21/2024 1:50:11 AM,23.439703,23.313983,23.240784,23.269698,23.334633,23.466999,23.433739,23.385106,23.330503,23.286907,23.427775,23.300445,23.197869,23.144621,23.060146,-56877.123203,23.326851,23.140968,23.094141,23.037897,23.012183,23.276372,23.193068,23.120309,23.070496,23.043866,23.249064,22.996111,23.044784,23.092534,23.271094,22.969018
6/21/2024 1:50:41 AM,23.442535,23.313603,23.245911,23.269088,23.325764,23.467766,23.432442,23.388626,23.328517,23.292723,23.425331,23.298689,23.200243,23.134141,23.047599,-56877.090829,23.349589,23.150632,23.103347,23.055598,23.025294,23.299800,23.209616,23.121481,23.087737,23.053073,23.267905,23.010600,23.059271,23.097838,23.286951,22.981900
6/21/2024 1:51:11 AM,23.425570,23.305812,23.246840,23.258543,23.329904,23.481768,23.431534,23.368219,23.327609,23.285849,23.424194,23.293422,23.190384,23.142644,23.042099,-56876.747603,23.362573,23.142045,23.104401,23.050224,23.027725,23.304984,23.209293,23.132175,23.086266,23.066753,23.262763,23.009128,23.063769,23.097514,23.286398,22.990072
6/21/2024 1:51:41 AM,23.445190,23.318095,23.251092,23.259812,23.334844,23.477991,23.424316,23.386235,23.328190,23.310523,23.419728,23.306622,23.195785,23.143455,23.061505,-56877.662083,23.350180,23.159256,23.112432,23.055731,23.027951,23.307504,23.213191,23.130565,23.093379,23.062618,23.256564,23.020605,23.069505,23.104856,23.290984,22.992823
6/21/2024 1:52:11 AM,23.444047,23.324064,23.245130,23.263947,23.330718,23.464691,23.427072,23.373392,23.332783,23.301119,23.412850,23.291941,23.196936,23.140475,23.059903,-56877.120122,23.355815,23.153418,23.104756,23.049431,23.027851,23.300291,23.206664,23.128628,23.084785,23.060221,23.268166,23.017978,23.062058,23.098558,23.281475,22.988819
6/21/2024 1:52:41 AM,23.445407,23.323818,23.267372,23.263930,23.335290,23.474767,23.435314,23.392875,23.333913,23.310051,23.429579,23.316017,23.205411,23.156984,23.063559,-56879.041206,23.355757,23.169655,23.124438,23.064065,23.041108,23.323865,23.226572,23.136374,23.100795,23.085185,23.280040,23.028022,23.079905,23.117781,23.302068,22.999093
6/21/2024 1:53:11 AM,23.442735,23.321605,23.268371,23.280532,23.335371,23.465673,23.434248,23.384009,23.335830,23.309903,23.427595,23.306002,23.210311,23.153393,23.061574,-56878.959897,23.351160,23.160925,23.126036,23.070714,23.044543,23.330511,23.218302,23.141645,23.104918,23.071862,23.277507,23.030539,23.068419,23.115707,23.299535,22.986686
6/21/2024 1:53:41 AM,23.446055,23.324696,23.265955,23.265726,23.348328,23.484819,23.437797,23.391230,23.324237,23.312995,23.431145,23.304046,23.203306,23.155338,23.061224,-56879.476841,23.374962,23.167064,23.122994,23.064917,23.038516,23.329535,23.218703,23.138603,23.105549,23.082364,23.278138,23.031858,23.080068,23.123224,23.310491,23.000634
6/21/2024 1:54:11 AM,23.444010,23.335040,23.263450,23.282037,23.344447,23.485756,23.435522,23.390101,23.335269,23.309572,23.432999,23.308195,23.212046,23.152602,23.066752,-56880.270504,23.367439,23.180424,23.135437,23.081264,23.045681,23.334401,23.221964,23.150357,23.113172,23.083560,23.281169,23.031677,23.086544,23.120517,23.305262,23.006192
