Time,T_1_1,T_1_2,T_1_3,T_1_4,T_1_5,T_2_1,T_2_2,T_2_3,T_2_4,T_2_5,T_3_1,T_3_2,T_3_3,T_3_4,T_3_5,T_4_1,T_4_2,T_4_3,T_4_4,T_4_5,T_5_1,T_5_2,T_5_3,T_5_4,T_5_5,T_top,T_bot,T_N,T_S,T_E,T_W
6/20/2024 3:15:11 PM,20.948873,20.502444,20.306665,20.042188,19.822408,20.810030,20.475668,20.317056,20.201816,20.219139,20.791114,20.177563,20.021855,19.923644,19.751668,-56402.428620,20.597672,20.573440,20.279786,20.151832,20.152063,20.180474,19.991493,19.787178,19.766603,19.602201,22.202049,21.326818,21.194540,21.594947,21.710767,21.982128
6/20/2024 3:15:41 PM,20.746313,20.281678,20.135475,20.155803,19.804330,20.888635,20.420217,20.159268,20.157882,20.141713,20.689557,20.231794,20.022270,19.927064,20.022501,-56400.311142,20.525563,20.533642,20.261440,20.134174,20.088433,20.222641,19.990698,19.998324,19.829611,19.608575,22.165608,21.315887,21.156177,21.517694,21.697542,21.947052
6/20/2024 3:16:11 PM,20.801882,20.394333,20.119971,19.892370,19.790202,20.784581,20.357622,20.181185,20.151619,20.159935,20.904983,20.107265,19.917792,19.926806,19.763616,-56399.619342,20.535806,20.511109,20.258757,20.157593,20.175148,20.332652,19.973455,19.743239,19.844492,19.650519,22.149825,21.290858,21.140359,21.542195,21.673915,21.963706
6/20/2024 3:16:41 PM,20.854792,20.207142,20.065306,20.069696,19.791908,20.822269,20.261648,20.202754,20.122831,20.175268,20.677389,20.182890,19.922734,19.928742,19.850160,-56394.100074,20.607839,20.549450,20.247236,20.276103,20.246774,20.243771,19.925645,19.816318,19.919174,19.723382,22.145251,21.302636,21.191095,21.505600,21.691209,21.960051
6/20/2024 3:17:11 PM,21.046169,20.516977,20.141058,19.913004,19.877873,20.853154,20.319357,20.302269,20.115647,20.376389,20.782109,20.145678,19.893128,20.019304,19.696169,-56396.104481,20.535655,20.535886,20.222808,20.201328,20.204561,20.368059,19.972610,19.758346,19.858209,19.595560,22.137483,21.274806,21.157266,21.517630,21.675836,21.946758
6/20/2024 3:17:41 PM,20.585252,20.138245,19.889158,19.717862,19.653812,20.744003,20.449071,20.358569,20.237334,20.172663,20.576713,20.081415,19.963112,19.924519,19.825594,-56392.469312,20.551171,20.501778,20.208541,20.155184,20.181055,20.425600,19.930142,20.011715,19.767184,19.643252,22.146276,21.277855,21.107758,21.519295,21.673586,21.967060
6/20/2024 3:18:11 PM,21.081889,20.129031,20.218422,19.978390,19.666788,20.819002,20.307796,20.275236,20.097151,20.140119,20.972140,20.323960,19.891495,19.891958,19.678812,-56390.563762,20.532526,20.508291,20.220832,20.124049,20.141836,20.330757,19.941053,19.905694,19.806303,19.648852,22.128845,21.264078,21.081758,21.471896,21.645084,21.947550
6/20/2024 3:18:41 PM,20.809376,20.280609,19.978221,20.067872,19.772050,20.806838,20.293079,20.216867,20.113153,20.259131,20.673721,20.237653,19.928304,19.851340,19.839320,-56388.616702,20.556470,20.484687,20.219156,20.139005,20.096498,20.393962,19.967339,19.874664,19.817339,19.604854,22.134536,21.260101,21.110746,21.493719,21.609564,21.916425
6/20/2024 3:19:11 PM,20.899782,20.405980,20.123540,19.995774,19.782214,20.581639,20.314084,20.243419,20.142483,20.147334,20.794835,19.992308,19.889931,19.859653,19.776435,-56386.164920,20.536417,20.490484,20.239506,20.134411,20.043386,20.511951,20.010576,19.758878,19.877695,19.668474,22.081424,21.240999,21.078036,21.478313,21.563532,21.899421
6/20/2024 3:19:41 PM,21.083834,20.102103,19.821329,19.840515,19.823178,20.807339,20.262404,20.182491,20.088704,20.127284,20.467665,20.050583,19.837279,19.761686,19.722151,-56385.243958,20.531082,20.445675,20.165569,20.173654,20.086795,20.400657,19.986287,19.782433,19.801851,19.533156,22.087379,21.217235,21.023600,21.429682,21.538402,21.874540
6/20/2024 3:20:11 PM,21.049624,20.395549,19.924095,19.904450,19.838577,20.763881,20.298571,20.146137,20.087691,20.107328,20.617599,20.121419,19.993884,19.827481,19.660094,-56380.913253,20.512501,20.417394,20.171459,20.128494,20.102389,20.075821,19.839645,19.814680,19.791332,19.567502,22.072771,21.221268,21.041237,21.446843,21.578359,21.876265
6/20/2024 3:20:41 PM,20.871827,20.491577,20.253532,19.989718,19.817535,20.804014,20.299950,20.196254,20.103162,20.376841,20.634899,20.102469,19.860529,19.743326,19.729454,-56379.147955,20.490189,20.391846,20.137812,20.051640,20.043553,20.320730,19.866305,19.783319,19.598572,19.538206,22.015332,21.205674,21.012033,21.424115,21.563468,21.840669
6/20/2024 3:21:11 PM,20.849182,20.257185,19.947387,19.799462,19.781199,20.706386,20.246100,20.153942,20.065000,20.062690,20.506076,20.067542,19.850316,19.781892,19.688718,-56376.248337,20.446270,20.386937,20.124122,20.001440,20.004444,20.138676,19.933963,19.918479,19.803602,19.550636,22.017803,21.190402,20.993297,21.383047,21.554887,21.816901
6/20/2024 3:21:41 PM,20.724786,20.288534,19.991004,19.902263,19.647500,20.649105,20.211167,20.058704,20.012262,19.988462,20.533485,19.948946,19.764727,19.732359,19.640563,-56374.423278,20.440117,20.408720,20.112652,20.024396,20.019775,20.552067,19.940514,19.838588,19.818015,19.562050,22.007069,21.189099,21.000525,21.390730,21.526638,21.819053
6/20/2024 3:22:11 PM,20.785932,20.386680,20.104460,19.844722,19.719192,20.536497,20.217183,20.094757,20.002338,20.071654,20.623041,19.981541,19.808893,19.716186,19.693296,-56373.543852,20.502817,20.435873,20.120418,20.026849,19.991265,20.007902,19.890737,19.912924,19.871784,19.545077,22.002840,21.168498,20.972305,21.380966,21.492001,21.816893
6/20/2024 3:22:41 PM,20.741134,20.418035,20.085241,19.795903,19.628736,20.622767,20.227071,20.034874,20.021242,20.178798,20.795346,20.114812,19.816015,19.831734,19.701576,-56368.929533,20.427559,20.385078,20.089458,20.000273,19.918929,20.115332,19.824164,19.659319,19.755505,19.546230,21.955666,21.155816,20.979219,21.359075,21.518716,21.824946
6/20/2024 3:23:11 PM,20.980149,20.163157,19.734242,19.747420,19.601744,20.624448,20.230139,20.124580,19.986647,19.987571,20.451113,19.911078,19.787415,19.812844,19.683837,-56367.424788,20.435103,20.415710,20.106710,19.999043,19.984023,20.143671,19.920472,19.606519,19.738553,19.637970,21.956282,21.151824,20.931411,21.395633,21.486165,21.824641
6/20/2024 3:23:41 PM,20.679413,20.132712,19.772437,19.541890,19.559699,20.533566,20.207321,20.134560,19.985308,19.875764,20.502637,19.912513,19.754173,19.778447,19.654749,-56362.928232,20.442934,20.376675,20.099993,20.031606,19.959280,20.141113,19.811589,19.646278,19.622459,19.660152,21.935784,21.134979,20.933238,21.360135,21.457584,21.797002
6/20/2024 3:24:11 PM,20.935953,19.933575,19.681142,19.665418,19.519254,20.631911,20.237840,20.099709,20.078224,20.087465,20.655217,20.071293,19.790038,19.824713,19.722993,-56361.808377,20.400568,20.367552,20.074462,19.999139,19.976031,20.099413,19.748590,19.592507,19.658415,19.439380,21.912654,21.135322,20.936349,21.315087,21.438116,21.793892
6/20/2024 3:24:41 PM,20.806980,20.215392,19.907184,19.840617,19.572869,20.719546,20.124152,20.017644,20.005629,19.948090,20.785065,20.062930,19.711387,19.697745,19.579577,-56358.810909,20.420255,20.357687,20.059970,19.939120,19.918551,20.291416,19.769230,19.599740,19.549090,19.507686,21.894307,21.123399,20.898591,21.293259,21.426892,21.785669
6/20/2024 3:25:11 PM,20.408263,19.965015,19.828422,19.709824,19.540776,20.564074,20.156548,20.008920,19.964091,19.890368,20.577460,20.069224,19.731789,19.675834,19.611779,-56356.667589,20.403944,20.308122,19.993274,19.943128,19.899680,20.040873,19.764455,19.737405,19.626184,19.354611,21.904973,21.110108,20.906973,21.247020,21.437568,21.770555
6/20/2024 3:25:41 PM,20.590818,20.181237,20.016749,19.713497,19.568735,20.607203,20.141737,19.936564,19.928013,19.907444,20.486495,20.127415,19.775227,19.748871,19.698005,-56354.653817,20.371929,20.314203,20.031939,19.924717,19.874564,20.408176,19.870866,19.617705,19.559886,19.397494,21.861092,21.099351,20.888369,21.278898,21.389727,21.752906
6/20/2024 3:26:11 PM,20.700881,20.113549,19.934709,19.536580,19.558784,20.625890,20.193473,19.999182,19.912754,19.973533,20.624274,20.000338,19.691757,19.658690,19.616372,-56351.126266,20.426449,20.281215,20.011409,19.930529,19.867202,20.615947,19.910423,19.482664,19.498625,19.369994,21.875856,21.091086,20.855191,21.272480,21.402433,21.747416
6/20/2024 3:26:41 PM,20.705161,19.980361,19.761015,19.538789,19.524680,20.549859,20.213695,20.061464,20.005549,20.086184,20.289445,19.985214,19.730034,19.696740,19.721942,-56348.655538,20.342222,20.260245,19.984650,19.948138,19.879266,20.107336,19.727620,19.621716,19.572918,19.377212,21.880273,21.079143,20.881068,21.270451,21.393953,21.730655
6/20/2024 3:27:11 PM,20.761474,20.008341,19.987544,19.823220,19.548292,20.515027,20.244893,19.954730,19.948029,20.019663,20.536723,19.822295,19.640569,19.641263,19.477510,-56343.174852,20.292204,20.215299,19.934824,19.860634,19.856704,20.395878,19.686553,19.594979,19.642387,19.406455,21.844458,21.055947,20.833644,21.250722,21.404871,21.717161
6/20/2024 3:27:41 PM,20.921230,20.017726,19.760945,19.685803,19.657592,20.621102,20.177362,19.980292,19.956952,19.864275,20.429066,19.841392,19.626836,19.653430,19.382798,-56340.119963,20.335868,20.235414,19.954027,19.955644,19.939699,20.128701,19.655358,19.683338,19.576267,19.446270,21.850004,21.047900,20.877720,21.216405,21.398672,21.723168
6/20/2024 3:28:11 PM,20.771826,20.027721,19.899004,19.644702,19.599144,20.516382,20.156633,20.034652,19.920729,20.027259,20.443208,19.793601,19.738116,19.778112,19.590356,-56334.746332,20.282625,20.226506,19.973768,19.895656,19.865146,19.938873,19.755574,19.532190,19.517849,19.383670,21.775295,21.044540,20.876896,21.231484,21.359144,21.681365
6/20/2024 3:28:41 PM,20.927976,19.862715,19.822033,19.695341,19.462443,20.572466,20.174880,20.025178,19.913101,19.871730,20.346931,19.786202,19.557050,19.541553,19.600068,-56333.179209,20.330919,20.242704,19.995290,19.930354,19.862635,20.517916,19.804616,19.712833,19.575241,19.364497,21.817450,21.032121,20.799657,21.182423,21.331295,21.666199
6/20/2024 3:29:11 PM,20.971493,20.027422,19.765098,19.652034,19.645791,20.703469,20.072014,19.923204,19.944696,19.963415,20.516315,19.853404,19.684407,19.586819,19.420734,-56331.402548,20.351603,20.265932,19.989185,19.909457,19.914079,19.982715,19.707418,19.915697,19.712042,19.387075,21.805614,21.018421,20.821243,21.168036,21.341106,21.619820
6/20/2024 3:29:41 PM,20.520734,19.874933,19.825006,19.794030,19.597261,20.542199,20.129803,19.963449,19.964373,19.946810,20.565972,19.873316,19.572977,19.490402,19.576215,-56328.080475,20.266333,20.220143,19.941058,19.884897,19.871029,20.032564,19.688166,19.529518,19.509163,19.433055,21.777930,21.001759,20.794194,21.175812,21.323764,21.608706
6/20/2024 3:30:11 PM,20.588209,20.034931,19.979938,19.721749,19.509683,20.594440,20.049488,19.917310,19.898590,19.940883,20.651669,19.838495,19.654231,19.557793,19.571671,-56326.482141,20.315391,20.235718,19.955949,19.912270,19.832760,20.145175,19.704684,19.599468,19.577034,19.391974,21.752018,20.985488,20.761306,21.109296,21.323635,21.584857
6/20/2024 3:30:41 PM,20.526992,20.172101,19.938285,19.838670,19.553574,20.614461,20.101414,19.984965,19.827112,19.960239,20.318985,19.948915,19.785040,19.770013,19.465444,-56323.728654,20.330079,20.267729,20.029109,19.919113,19.816257,19.999995,19.696963,19.538087,19.565148,19.405534,21.749396,20.980325,20.763753,21.081081,21.344973,21.534561
6/20/2024 3:31:11 PM,20.544896,20.072206,20.056496,19.839265,19.539367,20.469418,20.112405,19.926169,19.870931,19.952053,20.454875,19.753731,19.640665,19.522713,19.428099,-56322.973512,20.375917,20.296485,20.023915,19.959676,19.866075,19.851976,19.665174,19.555324,19.632800,19.309628,21.706234,20.960153,20.755338,21.117855,21.327582,21.523165
6/20/2024 3:31:41 PM,20.936469,19.981004,19.765125,19.672641,19.586152,20.535730,20.199324,19.946572,20.003881,20.083824,20.451247,19.947034,19.524629,19.477440,19.411738,-56320.637595,20.329927,20.276585,20.015325,19.936295,19.892614,20.202911,19.648484,19.598070,19.478257,19.437310,21.700438,20.956423,20.729458,21.093379,21.331228,21.505620
6/20/2024 3:32:11 PM,20.640612,19.858623,19.759685,19.746044,19.577703,20.430578,20.043730,19.895836,19.854925,19.801990,20.494983,19.836665,19.560357,19.536071,19.294068,-56319.583455,20.326235,20.222545,20.002849,19.928901,19.870428,20.213306,19.775884,19.614723,19.488437,19.341523,21.696296,20.957809,20.681470,21.094073,21.301275,21.515065
6/20/2024 3:32:41 PM,20.489384,20.077404,19.861800,19.761938,19.616266,20.626015,20.040206,19.919119,19.934373,19.971810,20.500695,19.758470,19.531386,19.531155,19.483272,-56317.808696,20.282946,20.227519,19.947282,19.867316,19.871476,19.950749,19.625485,19.616003,19.501515,19.332391,21.683756,20.948708,20.733737,21.096963,21.293333,21.496301
6/20/2024 3:33:11 PM,20.786663,20.063144,19.887290,19.727786,19.670212,20.521533,20.129679,19.968640,19.895842,20.063606,20.158554,19.601993,19.481487,19.534227,19.346141,-56316.256037,20.237861,20.213841,19.956475,19.842995,19.835598,19.924352,19.662665,19.321233,19.489435,19.370983,21.678410,20.943584,20.706000,21.080544,21.283374,21.479206
6/20/2024 3:33:41 PM,20.846074,20.010132,19.682365,19.576220,19.532968,20.508968,20.109017,19.950975,19.855985,19.894122,20.257538,19.763982,19.606748,19.559105,19.415452,-56315.549186,20.255879,20.232553,19.967341,19.853632,19.813642,20.328159,19.854556,19.839532,19.708914,19.343452,21.684400,20.917529,20.671164,21.041355,21.251807,21.462164
6/20/2024 3:34:11 PM,20.556807,20.009500,19.811897,19.739075,19.609122,20.451321,20.042542,19.896264,19.853043,19.785313,20.564423,19.772829,19.547371,19.547602,19.523778,-56312.674346,20.225257,20.232647,19.969977,19.865746,19.852802,20.023586,19.683343,19.670856,19.603100,19.294719,21.678047,20.917854,20.680026,21.033379,21.256971,21.442908
6/20/2024 3:34:41 PM,20.355929,19.987506,19.840287,19.774867,19.515640,20.365165,20.036261,19.884897,19.881430,19.900613,20.528837,19.876576,19.569301,19.495053,19.520035,-56313.399562,20.232028,20.241035,19.974903,19.859116,19.832765,19.865588,19.835770,19.556455,19.602479,19.390359,21.618713,20.907780,20.689559,21.032530,21.231002,21.443212
6/20/2024 3:35:11 PM,20.795592,20.133769,19.765634,19.663438,19.533002,20.409046,20.028650,19.935063,19.802853,19.822040,20.535314,19.743902,19.449726,19.448338,19.406231,-56312.423623,20.231479,20.189905,19.951476,19.843543,19.838457,19.871742,19.639626,19.477954,19.452508,19.351169,21.611489,20.884861,20.656247,21.006851,21.236677,21.406727
6/20/2024 3:35:41 PM,20.905397,20.181831,19.701143,19.625529,19.529779,20.632027,20.116920,19.943629,19.828296,19.900642,20.443921,19.796627,19.552677,19.564473,19.401619,-56310.419935,20.305654,20.235218,19.921708,19.909690,19.902988,19.972549,19.646838,19.519173,19.526112,19.314651,21.617750,20.882368,20.640368,20.996980,21.232112,21.413221
6/20/2024 3:36:11 PM,20.846170,20.141917,19.669513,19.756449,19.645002,20.535146,19.987583,19.876884,19.709515,19.805690,20.511372,19.752750,19.560126,19.541392,19.403749,-56307.640178,20.253197,20.212780,19.939930,19.924215,19.877760,19.809340,19.681719,19.643565,19.633159,19.276663,21.604819,20.860191,20.591872,20.962125,21.205111,21.390609
6/20/2024 3:36:41 PM,20.665880,20.145728,19.754021,19.690208,19.612741,20.385444,19.937090,19.936166,19.753790,19.903579,20.433464,19.738069,19.461934,19.444815,19.318020,-56303.798129,20.238121,20.188925,19.965979,19.907741,19.842330,19.763271,19.631475,19.599792,19.454996,19.331906,21.562611,20.856205,20.611192,20.991576,21.226711,21.397916
6/20/2024 3:37:11 PM,21.043186,20.218913,19.832584,19.731559,19.571307,20.432967,20.017701,19.783115,19.773174,19.895454,20.369477,19.747974,19.542396,19.487575,19.414703,-56304.769299,20.194314,20.197547,19.950803,19.867601,19.829462,20.180917,19.602875,19.500875,19.587380,19.490234,21.555547,20.855359,20.616115,20.966518,21.220564,21.363664
6/20/2024 3:37:41 PM,20.999874,19.826840,19.582675,19.687663,19.589613,20.408299,20.070646,19.919293,19.819905,19.845101,20.426306,19.768353,19.489923,19.455917,19.475118,-56303.063627,20.238568,20.220784,19.941468,19.847632,19.919976,20.051459,19.758401,19.581970,19.403158,19.221963,21.577796,20.847657,20.562021,20.940370,21.226927,21.384079
6/20/2024 3:38:11 PM,20.640443,20.111024,19.860997,19.677899,19.546542,20.429948,20.059273,19.933801,19.885035,19.954831,20.449340,19.793269,19.576841,19.503288,19.395944,-56301.584377,20.211123,20.120806,19.895747,19.781097,19.785489,20.044566,19.687228,19.675205,19.458490,19.315501,21.540756,20.843083,20.542212,20.939256,21.187324,21.374902
6/20/2024 3:38:41 PM,20.483448,20.138227,19.832973,19.671600,19.463675,20.465905,19.989669,19.816330,19.785584,19.700503,20.330613,19.697266,19.396120,19.389410,19.427354,-56300.936374,20.208654,20.116257,19.855833,19.786947,19.775851,20.069128,19.756200,19.632496,19.456711,19.282943,21.553725,20.826316,20.552900,20.955239,21.191314,21.372439
6/20/2024 3:39:11 PM,20.620954,19.906886,19.745539,19.636170,19.433087,20.423840,20.000248,19.893943,19.791544,19.758023,20.274679,19.688429,19.475885,19.421288,19.400928,-56298.723476,20.191983,20.130539,19.859259,19.829672,19.737432,19.923974,19.526298,19.510569,19.483505,19.281282,21.508772,20.823968,20.562091,20.946435,21.188046,21.364334
6/20/2024 3:39:41 PM,20.544655,20.010043,19.813596,19.536118,19.467880,20.494338,20.019286,19.828159,19.720659,19.962904,20.313334,19.765743,19.522934,19.504892,19.411431,-56298.351166,20.133868,20.085354,19.826762,19.767351,19.699609,20.168748,19.584216,19.407718,19.326965,19.180695,21.524759,20.815528,20.561032,20.916550,21.238845,21.372953
6/20/2024 3:40:11 PM,20.384605,20.047166,19.728905,19.443511,19.389373,20.363594,19.932552,19.790864,19.746476,19.635489,20.158518,19.635489,19.425466,19.421995,19.374796,-56296.964497,20.123033,20.101549,19.830483,19.793959,19.713273,20.161610,19.648067,19.441056,19.351285,19.186736,21.546431,20.822932,20.565209,20.921646,21.255230,21.402696
6/20/2024 3:40:41 PM,20.760396,19.731748,19.790701,19.688511,19.447744,20.497098,20.031061,19.763653,19.784228,19.888247,20.661187,19.877615,19.553919,19.446356,19.271889,-56294.532177,20.143256,20.040681,19.785531,19.715017,19.737675,19.648423,19.527466,19.342386,19.373623,19.155612,21.510396,20.808756,20.564180,20.904244,21.228621,21.387615
6/20/2024 3:41:11 PM,20.434834,20.067398,19.719788,19.657589,19.494998,20.312464,19.950478,19.860573,19.660132,19.689499,19.895474,19.619895,19.532240,19.364284,19.377936,-56291.022229,20.090479,20.028329,19.806693,19.719997,19.714911,19.997828,19.539851,19.364262,19.476239,19.073783,21.517891,20.796424,20.559227,20.948878,21.177350,21.384285
6/20/2024 3:41:41 PM,20.219287,19.742106,19.534906,19.651236,19.411838,20.321130,19.923099,19.779790,19.761295,19.731933,20.101250,19.558961,19.486099,19.428264,19.294986,-56289.775881,20.146164,20.059763,19.800694,19.714922,19.743591,19.816413,19.567848,19.639541,19.359183,19.157600,21.524121,20.791130,20.514000,20.907148,21.199948,21.391668
6/20/2024 3:42:11 PM,20.439480,19.976389,19.710800,19.629637,19.355057,20.385919,19.992565,19.781546,19.728603,19.653455,20.243444,19.660624,19.413364,19.364544,19.283552,-56289.168940,20.113864,20.021680,19.743169,19.701321,19.739470,19.827780,19.498498,19.452695,19.334927,19.200464,21.503202,20.792785,20.544508,20.923793,21.166337,21.392630
6/20/2024 3:42:41 PM,20.482668,19.825488,19.712901,19.504994,19.352301,20.311359,19.927417,19.777174,19.722380,19.787114,20.444579,19.715213,19.487414,19.519336,19.368961,-56287.313835,20.055595,20.027175,19.731328,19.696184,19.660343,19.694334,19.476935,19.421413,19.458428,19.126570,21.454550,20.786968,20.547920,20.922821,21.209619,21.393041
6/20/2024 3:43:11 PM,20.727025,19.909822,19.734141,19.507045,19.410346,20.274380,19.878851,19.705934,19.683043,19.821990,20.275535,19.686974,19.462400,19.420988,19.245355,-56283.295200,20.044074,19.986539,19.717256,19.664999,19.632394,19.959502,19.583135,19.294180,19.319404,19.240950,21.477846,20.772927,20.512406,20.918009,21.222326,21.399523
6/20/2024 3:43:41 PM,20.690644,19.884471,19.520534,19.425688,19.280143,20.410223,19.934392,19.839630,19.698839,19.676641,20.289232,19.664848,19.387744,19.379646,19.318558,-56281.549206,20.074210,19.976704,19.720363,19.678512,19.676431,19.762904,19.453703,19.425941,19.301918,19.194992,21.442473,20.763109,20.506275,20.916265,21.209060,21.384188
6/20/2024 3:44:11 PM,20.710703,19.803093,19.467085,19.398605,19.278972,20.314388,19.934378,19.814420,19.683564,19.776970,20.393355,19.654428,19.351172,19.374542,19.377318,-56278.463937,20.018257,19.992146,19.731653,19.622512,19.667374,19.806557,19.433999,19.234069,19.336127,19.211618,21.459250,20.772297,20.524471,20.902388,21.225153,21.387144
6/20/2024 3:44:41 PM,20.497243,19.701373,19.590607,19.556146,19.365061,20.372119,19.836617,19.761024,19.638940,19.787841,20.196612,19.768653,19.389818,19.390281,19.186860,-56278.514042,20.011686,19.974946,19.682996,19.642298,19.599053,19.852224,19.408448,19.311034,19.309183,19.103874,21.466981,20.747973,20.491593,20.924427,21.218830,21.384509
6/20/2024 3:45:11 PM,20.171678,19.627621,19.526089,19.524701,19.354892,20.176298,19.896031,19.703004,19.659302,19.687975,20.205170,19.581830,19.394689,19.346793,19.311620,-56274.309300,19.983642,19.956836,19.660250,19.617238,19.599199,19.961227,19.464350,19.321594,19.340106,19.128098,21.450311,20.727355,20.446956,20.883983,21.186478,21.356085
6/20/2024 3:45:41 PM,20.387033,19.800924,19.817568,19.462138,19.234679,20.229546,19.853165,19.669833,19.616415,19.558133,20.297905,19.576174,19.406151,19.336043,19.294157,-56270.666847,19.990658,19.943978,19.676289,19.615934,19.616397,19.716522,19.469986,19.369114,19.302008,19.160128,21.446248,20.723286,20.473818,20.917968,21.193476,21.341653
6/20/2024 3:46:11 PM,20.509050,19.736552,19.610299,19.341956,19.340568,20.230829,19.764989,19.655162,19.674123,19.696090,20.091311,19.580465,19.488407,19.448849,19.412295,-56270.938578,19.934830,19.939452,19.720317,19.612330,19.611405,19.690952,19.529068,19.365970,19.288450,19.112535,21.408793,20.730534,20.473452,20.878857,21.171906,21.353269
6/20/2024 3:46:41 PM,20.468795,19.803274,19.443669,19.385366,19.202544,20.241132,19.812752,19.672183,19.692531,19.696462,20.287551,19.777845,19.349270,19.356212,19.217820,-56266.272393,19.929491,19.917242,19.649076,19.539684,19.547086,19.903838,19.595887,19.273847,19.300460,19.065281,21.429043,20.730972,20.443880,20.908355,21.194240,21.346564
6/20/2024 3:47:11 PM,20.308703,19.626766,19.601789,19.510198,19.360746,20.181449,19.780988,19.642722,19.533098,19.533792,20.117925,19.543969,19.267488,19.193655,19.123514,-56263.611252,19.923759,19.897643,19.632240,19.574192,19.556846,19.802642,19.427999,19.366224,19.303514,19.177144,21.432774,20.711176,20.430767,20.866655,21.177460,21.326563
6/20/2024 3:47:41 PM,20.395225,19.650982,19.545755,19.410890,19.188497,20.338195,19.857899,19.792713,19.620226,19.794100,19.978308,19.598718,19.381737,19.381737,19.294963,-56262.814966,19.927195,19.871726,19.621341,19.568842,19.585957,19.554271,19.409692,19.389100,19.332410,19.070853,21.379296,20.698456,20.477599,20.846328,21.164983,21.313860
6/20/2024 3:48:11 PM,20.307966,19.851910,19.297760,19.257260,19.201711,20.222518,19.872481,19.699561,19.613077,19.704185,20.311429,19.510848,19.303777,19.403275,19.162129,-56260.226931,19.910214,19.871153,19.610361,19.592091,19.526173,20.084442,19.613367,19.279537,19.304299,19.193901,21.406141,20.699730,20.425548,20.860518,21.147354,21.306607
6/20/2024 3:48:41 PM,20.733028,19.582221,19.381198,19.323350,19.196522,20.160981,19.800265,19.716112,19.634950,19.498723,20.287317,19.598410,19.328904,19.300903,19.276141,-56258.347869,19.863708,19.836432,19.601061,19.586028,19.588572,19.841287,19.423413,19.393336,19.203341,19.066062,21.389504,20.662994,20.399641,20.806263,21.118721,21.270148
6/20/2024 3:49:11 PM,20.131662,19.627798,19.466354,19.371265,19.143993,20.097471,19.712892,19.703412,19.599584,19.585245,20.268166,19.539218,19.346970,19.296986,19.289349,-56254.438796,19.895125,19.862998,19.594338,19.518937,19.500663,19.709266,19.339176,19.469897,19.336167,19.065583,21.380272,20.680514,20.444874,20.828853,21.159275,21.288107
6/20/2024 3:49:41 PM,20.230428,19.710949,19.586539,19.389914,19.147603,20.014203,19.735225,19.557629,19.483148,19.717885,20.097840,19.414670,19.330910,19.294578,19.133945,-56251.191321,19.940619,19.874982,19.568400,19.485361,19.450892,19.778590,19.394673,19.334975,19.331504,19.168338,21.368948,20.667557,20.413442,20.765151,21.132732,21.256962
6/20/2024 3:50:11 PM,20.461219,19.480724,19.366434,19.259291,19.131289,20.292904,19.827356,19.661588,19.608169,19.684711,19.892306,19.465688,19.346535,19.382168,19.358105,-56250.434529,19.939851,19.822668,19.532937,19.454056,19.492457,19.551441,19.367527,19.334437,19.320553,19.059684,21.358044,20.670251,20.420293,20.795296,21.072951,21.258731
6/20/2024 3:50:41 PM,20.427039,19.554498,19.486725,19.400664,19.179193,20.243469,19.785038,19.682616,19.609080,19.649549,20.378556,19.630818,19.204886,19.183822,19.077332,-56249.160073,19.914490,19.802618,19.580181,19.481183,19.491824,19.898543,19.543406,19.241234,19.281967,19.061366,21.361791,20.665466,20.397498,20.816117,21.081541,21.276996
6/20/2024 3:51:11 PM,20.196965,19.704501,19.502836,19.427421,19.156889,20.132057,19.784033,19.682997,19.565750,19.651087,20.071298,19.607842,19.334407,19.266602,19.189065,-56244.399551,19.872083,19.796265,19.526410,19.455857,19.449148,19.633492,19.349428,19.287873,19.189740,18.989473,21.346474,20.653126,20.378455,20.774946,21.071287,21.272277
6/20/2024 3:51:41 PM,20.161958,19.783442,19.502013,19.437471,19.155140,20.236793,19.764485,19.636158,19.622052,19.781823,20.141861,19.501782,19.226433,19.240783,19.085225,-56242.758640,19.852184,19.789540,19.525001,19.432007,19.420208,19.634859,19.373934,19.155460,19.187635,18.940356,21.333781,20.636491,20.359732,20.782768,21.057203,21.269260
6/20/2024 3:52:11 PM,20.503705,19.459917,19.570484,19.293093,19.177831,20.062165,19.732123,19.643795,19.537872,19.602631,19.827831,19.433081,19.244723,19.123662,19.054437,-56237.723463,19.882470,19.784692,19.519919,19.496788,19.425073,19.707704,19.363529,19.338770,19.136021,18.980659,21.343465,20.639728,20.354197,20.789926,21.085566,21.254749
6/20/2024 3:52:41 PM,20.532594,19.545079,19.289659,19.311643,19.179720,20.315584,19.763603,19.623482,19.515241,19.558494,19.999124,19.553637,19.266516,19.200553,19.233188,-56237.682474,19.855975,19.763278,19.533421,19.480218,19.491553,19.855051,19.259016,19.404337,19.146756,19.068504,21.339172,20.628045,20.351743,20.756792,21.066517,21.255987
6/20/2024 3:53:11 PM,20.038255,19.608069,19.362633,19.283261,19.096000,20.176403,19.746808,19.536140,19.494042,19.624258,20.222136,19.491960,19.226095,19.190450,19.120077,-56234.472786,19.801420,19.739925,19.500110,19.424000,19.414283,19.451993,19.265263,19.145133,19.118973,18.968238,21.308064,20.611428,20.350356,20.729567,21.041615,21.219341
